Código Mantenedora,Razão Social,CNPJ,Natureza Jurídica,Código IES,Instituição(IES),Sigla,Endereço,Município,UF,Organização Acadêmica,Tipo de Credenciamento,Categoria,Categoria Administrativa,CI,Ano CI,CI-EaD,Ano CI-EaD,IGC,Ano IGC,Situação
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,18210,FACULDADE UNINASSAU OLINDA,-,Avenida Presidente Getúlio Vargas - 1154 - CEP: 53030-010 - Bairro Novo,Olinda,PE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2014,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,4742,Faculdade Uninassau Olinda - Nassau Olinda,-,Rua Eduardo de Moraes - s/n - CEP: 53130-635 - Casa Caiada,Olinda,PE,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2014,-,,3,2017,Ativa
1021,SOCIEDADE DE ENSINO SUPERIOR PIAUIENSE LTDA,03.190.773/0001-76,Privada com fins lucrativos,1552,FACULDADE UNINASSAU PARNAÍBA,-,"BR 343 - Km 7,5 - CEP: 64202-260 - Floriópolis",Parnaíba,PI,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2018,5,2019,3,2017,Ativa
15562,SOCIEDADE UNIVERSITARIA MILETO LTDA - EPP,12.213.159/0001-73,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,16943,FACULDADE UNINASSAU PARNAMIRIM,-,Rua Pedro Bezerra Filho - 35 - CEP: 59141-175 - Santos Reis,Parnamirim,RN,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2018,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,21399,Faculdade Uninassau Patos (NASSAU PATOS),NASSAU PATOS,Rua Vandy Alves - s/n - CEP: 58706-130 - São Sebastião,Patos,PB,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,18023,FACULDADE UNINASSAU PETROLINA,-,Avenida Coronel Clementino Coelho - 714 - CEP: 56308-210 - Atrás da Banca,Petrolina,PE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2014,-,,-,,Ativa
2587,SOCIEDADE DE ENSINO SUPERIOR E DE PESQUISA DE SERGIPE LTDA - SESPS,06.787.789/0001-59,Privada sem fins lucrativos,17284,FACULDADE UNINASSAU SÃO LUÍS,-,Rua Zoé Cerveira - 120 - CEP: 65036-720 - Alemanha,São Luís,MA,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,4,2015,-,,2,2017,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,19844,FACULDADE UNINASSAU SOBRAL,-,Pedro Aguiar Carneiro - 365 - CEP: 62042-230 - Domingos Olímpio,Sobral,CE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2016,-,,-,,Ativa
1108,CENTRO DE ENSINO SUPERIOR PIAUIENSE LTDA,03.371.400/0001-00,Privada com fins lucrativos,1683,FACULDADE UNINASSAU TERESINA,-,Avenida Joquei Clube - 710 - CEP: 64049-240 - Joquei Clube,Teresina,PI,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,5,2018,-,,3,2017,Ativa
879,INSTITUTO DE ENSINO SUPERIOR JUVENCIO TERRA LTDA - ME,63.182.539/0001-29,Privada com fins lucrativos,1318,FACULDADE UNINASSAU VITÓRIA DA CONQUISTA,-,Avenida Otávio Santos - 132 - CEP: 45020-750 - Recreio,Vitória da Conquista,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2018,-,,3,2017,Ativa
16727,FACULDADE UNIAO EDUCACIONAL NORTE DO PARA LTDA - ME,01.260.169/0001-43,Privada com fins lucrativos,22174,Faculdade - Uninorte Altamira,-,Avenida Tancredo Neves - 3414 - CEP: 68372-573 - Jardim Independente I,Altamira,PA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,-,,Ativa
16727,FACULDADE UNIAO EDUCACIONAL NORTE DO PARA LTDA - ME,01.260.169/0001-43,Privada com fins lucrativos,22173,Faculdade - Uninorte Barcarena,-,Rua Eduardo Angelin - s/n - CEP: 68455-000 - vila dos cabanos,Barcarena,PA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,-,,Ativa
16727,FACULDADE UNIAO EDUCACIONAL NORTE DO PARA LTDA - ME,01.260.169/0001-43,Privada com fins lucrativos,21950,FACULDADE UNINORTE TUCURUÍ,-,Rodovia BR-422 - 422 - CEP: 68455-130 - Santa Mônica,Tucuruí,PA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2018,-,,-,,Ativa
3438,UNIAO BRASILEIRA DE EDUCACAO LTDA - ME,07.488.169/0001-81,Privada com fins lucrativos,5362,Faculdade UNIRB - ARACAJU,-,Rua Joventina Alves - 387 - CEP: 49020-330 - Salgado Filho,Aracaju,SE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2018,-,,3,2017,Ativa
16248,UNIDADE REGIONAL BRASILEIRA DE EDUCACAO LTDA,15.121.017/0001-74,Privada com fins lucrativos,3182,Faculdade UNIRB - ARAPIRACA,-,RODOVIA AL - 220 - S/N - CEP: 57315-745 - ARNON DE MELLO,Arapiraca,AL,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2016,-,,3,2017,Ativa
16248,UNIDADE REGIONAL BRASILEIRA DE EDUCACAO LTDA,15.121.017/0001-74,Privada com fins lucrativos,2444,Faculdade Unirb - Barreiras,-,Avenida Anhylon Macedo - 1.029 - CEP: 47806-180 - Morada Nobre,Barreiras,BA,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2015,-,,2,2016,Ativa
16248,UNIDADE REGIONAL BRASILEIRA DE EDUCACAO LTDA,15.121.017/0001-74,Privada com fins lucrativos,20622,FACULDADE UNIRB - CAMAÇARI (FACULDADE UNIRB),FACULDADE UNIRB,Avenida Jorge Amado - Sn - CEP: 42800-605 - Limoeiro,Camaçari,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,-,,Ativa
15453,UNIVERSAL-EDUCACAO E PROJETOS LTDA - ME,03.670.574/0001-65,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,16453,Faculdade Unirb - Ceará,-,Avenida Domingos Olímpio - 1550 - CEP: 60040-081 - FARIAS BRITO,Fortaleza,CE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2015,-,,SC,2012,Ativa
15571,CENTRO UNIVERSITARIO DA BAHIA LTDA,12.477.274/0001-55,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1893,Faculdade Unirb - Feira de Santana,-,Avenida Deputado Luís Eduardo Magalhães - Sn - CEP: 44079-002 - Subaé,Feira de Santana,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2015,-,,4,2017,Ativa
1367,UNIRB - UNIDADES DE ENSINO SUPERIOR DA BAHIA LTDA,04.043.610/0001-23,Privada com fins lucrativos,15667,FACULDADE UNIRB - JUAZEIRO (FACULDADE UNIRB),FACULDADE UNIRB,Praça Barão do Rio Branco - S/N - CEP: 48903-400 - Centro,Juazeiro,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2019,-,,-,,Ativa
16248,UNIDADE REGIONAL BRASILEIRA DE EDUCACAO LTDA,15.121.017/0001-74,Privada com fins lucrativos,22420,FACULDADE UNIRB - MACEIO (Faculdade Unirb),Faculdade Unirb,Avenida Menino Marcelo - 7600 - CEP: 57046-000 - Serraria,Maceió,AL,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,-,,Ativa
1105,SOCIEDADE EDUCACIONAL MATER CHRISTI LTDA,24.585.671/0001-20,Privada com fins lucrativos,1680,Faculdade Unirb - Mossoró,-,Avenida Francisco Mota - 3310 - CEP: 59625-300 - Presidente Costa e Silva,Mossoró,RN,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2016,-,,3,2017,Ativa
16248,UNIDADE REGIONAL BRASILEIRA DE EDUCACAO LTDA,15.121.017/0001-74,Privada com fins lucrativos,15428,Faculdade UNIRB - NATAL,-,Avenida Senador Salgado Filho - 2810 - CEP: 59075-000 - Lagoa Nova,Natal,RN,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2016,-,,3,2017,Ativa
13316,SOCIEDADE UNIVERSITARIA DO PIAUI & CIA S/S - ME,10.682.209/0001-36,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,14297,Faculdade Unirb - Parnaíba,-,Loteamento Morada dos Ventos - S/Nº - CEP: 64212-722 - Sabiazal,Parnaíba,PI,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,3,2017,Ativa
16340,COMPLEXO EDUCACIONAL MILLENIUM LTDA - ME,21.061.193/0001-60,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,21240,FACULDADE UNIRB - PIAUÍ,-,Rua São Pedro - 880 - CEP: 64001-260 - Centro,Teresina,PI,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2016,-,,-,,Ativa
1367,UNIRB - UNIDADES DE ENSINO SUPERIOR DA BAHIA LTDA,04.043.610/0001-23,Privada com fins lucrativos,16459,FACULDADE UNIRB - SALVADOR (FACULDADE UNIRB),FACULDADE UNIRB,Avenida Tamburugy - 474 - CEP: 41680-440 - Patamares,Salvador,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2011,-,,-,,Ativa
15503,"UNEPES- UNIDADE DE ENSINO, PESQUISA E EXTENSAO DE SERRINHA LTDA - ME",05.247.688/0001-22,Privada com fins lucrativos,16654,FACULDADE UNIRB - SERRINHA (FACULDADE UNIRB),FACULDADE UNIRB,Rua Agenor de Freitas - 38 - CEP: 48700-000 - Centro,Serrinha,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2016,-,,-,,Ativa
16457,FACULDADE CENTRO DE CONHECIMENTO DE TERESINA LTDA - ME,22.168.665/0001-41,Privada com fins lucrativos,20643,FACULDADE UNIRB - TERESINA (FCC),FCC,Rua Barroso - 698 - CEP: 64000-130 - Centro,Teresina,PI,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2016,-,,-,,Ativa
15895,FACULDADE UNITA LTDA - ME,04.187.523/0001-40,Privada com fins lucrativos,19586,FACULDADE UNITÀ (UNITÀ),UNITÀ,Avenida Júlio de Mesquita - 840 - CEP: 13025-061 - Cambuí,Campinas,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2015,-,,-,,Ativa
12629,CENTRO EDUCACIONAL MICHELIN LTDA - ME,09.381.333/0001-82,Privada com fins lucrativos,21204,FACULDADE UNITERP (FACTERP),FACTERP,Rua General Glicério - 3350 - CEP: 15015-400 - Centro,São José do Rio Preto,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,19335,FACULDADE UNIVERITAS UNIVERSUS VERITAS ANÁPOLIS (VERITAS ANÁPOLIS),VERITAS ANÁPOLIS,Avenida Santos Dumont - 724 - CEP: 75113-185 - Jundiaí,Anápolis,GO,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2016,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,2885,Faculdade Univeritas Universus Veritas de Belo Horizonte - Veritas BH,-,Avenida Assis Chateaubriand - 218 - CEP: 30150-100 - Floresta,Belo Horizonte,MG,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,4,2018,-,,3,2012,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,19334,Faculdade Univeritas Universus Veritas de Brasília (Veritas BSB),Veritas BSB,Quadra SGAS 902 - SN - CEP: 70390-020 - Taguatinga,Brasília,DF,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2016,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,18675,Faculdade Univeritas Universus Veritas de Campo Grande,-,Rua Hebert Noses - 72 - CEP: 79050-150 - Jardim Paulista,Campo Grande,MS,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2016,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,22219,FACULDADE UNIVERITAS UNIVERSUS VERITAS DE CONTAGEM (VERITAS CONTAGEM),VERITAS CONTAGEM,Rua Jequitibás - 393 - CEP: 32310-390 - Eldorado,Contagem,MG,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2018,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,21411,FACULDADE UNIVERITAS UNIVERSUS VERITAS DE CUIABÁ (VERITAS CUIABÁ),VERITAS CUIABÁ,Rua Pedro Oliveira Guimarães - 50 - CEP: 78008-160 - Baú,Cuiabá,MT,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,21366,FACULDADE UNIVERITAS UNIVERSUS VERITAS DE CURITIBA (VERITAS CURITIBA),VERITAS CURITIBA,Rua Augusto Zibarth - 695 - CEP: 81560-360 - Uberaba,Curitiba,PR,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2016,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,18673,Faculdade Univeritas Universus Veritas de Goiânia (VERITAS GOIÂNIA),VERITAS GOIÂNIA,Rua 05 - 202 - CEP: 74560-469 - Centro,Goiânia,GO,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2015,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,21371,Faculdade Univeritas Universus Veritas de Joinville (VERITAS JOINVILLE),VERITAS JOINVILLE,Avenida Juscelino Kubitschek - 645 - CEP: 89201-100 - Centro,Joinville,SC,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,22215,FACULDADE UNIVERITAS UNIVERSUS VERITAS DE NOVA IGUAÇU (UNIVERITAS NI),UNIVERITAS NI,Rua Russani Elías José - 108 - CEP: 26215-190 - Centro,Nova Iguaçu,RJ,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,22216,FACULDADE UNIVERITAS UNIVERSUS VERITAS DE OSASCO (UNIVERITAS OSA),UNIVERITAS OSA,Rua Jequié - 120 - CEP: 06182-110 - Quitaúna,Osasco,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2018,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,21364,Faculdade Univeritas Universus Veritas de Porto Alegre (VERITAS POA),VERITAS POA,Avenida Macedônia - 186 - CEP: 91790-040 - Restinga,Porto Alegre,RS,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2017,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,22217,FACULDADE UNIVERITAS UNIVERSUS VERITAS DE RIBEIRÃO PRETO (UNIVERITAS RP),UNIVERITAS RP,Rua Professor Wlademir Pinto Ferraz - 250 - CEP: 14031-440 - Parque Ribeirão Preto,Ribeirão Preto,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,22214,FACULDADE UNIVERITAS UNIVERSUS VERITAS DE SÃO GONÇALO (UNIVERITAS SG),UNIVERITAS SG,Rua Zeferino Reis - 351 - CEP: 24440-480 - Centro,São Gonçalo,RJ,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,19849,Faculdade Univeritas Universus Veritas de Vitória (VERITAS VITÓRIA),VERITAS VITÓRIA,Rua Carlos Moreira Lima - 235/236 - CEP: 29050-652 - Bento Ferreira,Vitória,ES,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2016,-,,-,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,22224,FACULDADE UNIVERITAS UNIVERSUS VERITAS SÃO JOSÉ DO RIO PRETO (UNIVERITAS SJP),UNIVERITAS SJP,Rua Doutor Coutinho Cavalcanti - 1752 - CEP: 15055-300 - Jardim América,São José do Rio Preto,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,-,,Ativa
16364,INSTITUTO INVEST DE EDUCACAO CONSULTORIA E ASSESSORIA LTDA - ME,15.381.314/0001-59,Privada com fins lucrativos,21681,FACULDADE UNIVEST DE EDUCAÇÃO (UNIVEST),UNIVEST,,,,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2018,-,,-,,Ativa
16674,UNYEAD EDUCACIONAL S.A.,24.531.339/0001-82,Privada com fins lucrativos,3876,Faculdade Unyleya,-,Rua do Carmo - 66 - CEP: 20011-020 - Centro,Rio de Janeiro,RJ,Faculdade,EAD - Superior,Privada,Privada com fins lucrativos,-,,4,2013,3,2017,Ativa
1172,INSTITUTO DOCTUM DE EDUCACAO E TECNOLOGIA LTDA,03.470.966/0001-80,Privada com fins lucrativos,17289,Faculdade Uriel de Almeida Leitão,-,Rua João Pinheiro - 147 - CEP: 35300-037 - Centro,Caratinga,MG,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2013,-,,-,,Ativa
15886,FACULDADE VALE DO ACO LTDA,12.513.048/0001-82,Privada com fins lucrativos,18253,FACULDADE VALE DO AÇO (FAVALE),FAVALE,BR 222 - 1 - CEP: 65930-000 - Jardim de Alá,Açailândia,MA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2015,-,,-,,Ativa
994,INSTITUTO VALE DO CRICARE LTDA,01.997.757/0001-64,Privada com fins lucrativos,1514,FACULDADE VALE DO CRICARÉ (F.V.C.),F.V.C.,Rua Humberto Almeida Francklin - 01 - CEP: 29933-480 - Universitário,São Mateus,ES,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2010,-,,3,2017,Ativa
1444,ASSOCIACAO DE ENSINO VALE DO GORUTUBA S/S LTDA,04.463.988/0001-86,Privada com fins lucrativos,2200,FACULDADE VALE DO GORUTUBA (FAVAG),FAVAG,Avenida Tancredo de Almeida Neves - 302 - CEP: 39525-000 - Centro,Nova Porteirinha,MG,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,4,2011,3,2018,2,2017,Ativa
2146,INSTITUTO DE EDUCACAO SUPERIOR VALE DO PIRANGA LTDA - EPP,05.150.659/0001-48,Privada com fins lucrativos,3394,FACULDADE VALE DO IPIRANGA (FAVAPI),FAVAPI,Rua Nova - 310 - CEP: 36480-000 - Centro,Piranga,MG,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,-,,-,,-,,Ativa
16816,FACULDADE VALE DO PAJEU LTDA - EPP,26.817.470/0001-36,Privada com fins lucrativos,22075,FACULDADE VALE DO PAJEU (FVP),FVP,AROEIRA - S/N - CEP: 56700-000 - JARDIM BOA VISTA,São José do Egito,PE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,-,,Ativa
1344,"TCC EDUCACAO, CIENCIA E CULTURA LTDA - EPP",03.338.261/0001-04,Privada com fins lucrativos,2043,FACULDADE VALE DO SALGADO (FVS),FVS,Rua Monsenhor Frota - 609 - CEP: 63430-000 - Centro,Icó,CE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,5,2019,-,,4,2017,Ativa
16410,"INSTITUICAO DE ENSINO RIZZO, ALVES DA SILVA & PERES IGNACIO LTDA",12.927.606/0001-56,Privada com fins lucrativos,20586,Faculdade Van Gogh (FVG),FVG,Rua Visconde de Parnaíba - 2727 - CEP: 03045-002 - Brás,São Paulo,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,-,,Ativa
16837,FACULDADE VANGUARDA LTDA,27.392.219/0001-30,Privada com fins lucrativos,22263,FACULDADE VANGUARDA,-,Avenida Tivoli - 475 - CEP: 12245-481 - Vila Betânia,São José dos Campos,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,-,,Ativa
1969,INSTITUTO VASCONCELLOS & SOUZA,05.140.977/0001-28,Privada sem fins lucrativos,3039,FACULDADE VASCONCELLOS & SOUZA,-,Avenida Anchieta - 50 - CEP: 29230-000 - Centro,Anchieta,ES,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2017,-,,-,,Ativa
1655,INSTITUTO DE EDUCACAO SECULO XXI LTDA,04.004.880/0001-25,Privada com fins lucrativos,2538,FACULDADE VENDA NOVA DO IMIGRANTE (FAVENI),FAVENI,Avenida Ângelo Altoé - 888 - CEP: 29375-000 - santa Cruz,Venda Nova do Imigrante,ES,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,3,2016,5,2019,4,2017,Ativa
15959,EDITORA VERBO JURIDICO LTDA - EPP,04.119.545/0001-72,Privada com fins lucrativos,18681,FACULDADE VERBO EDUCACIONAL (VERBOEDU),VERBOEDU,Avenida Ipiranga - 2899 - CEP: 90610-001 - Jardim Carvalho,Porto Alegre,RS,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2015,3,2018,-,,Ativa
1887,SOCIEDADE EDUCACIONAL VERDE NORTE LTDA - ME,04.124.091/0001-28,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,2910,FACULDADE VERDE NORTE (FAVENORTE),FAVENORTE,Avenida José Alves Miranda - 500 - CEP: 39527-000 - Alto São João,Mato Verde,MG,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,3,2014,4,2018,2,2017,Ativa
3092,SOEGAR-SOCIEDADE EDUCACIONAL GARDINGO LTDA - EPP,03.981.113/0001-03,Privada com fins lucrativos,4846,FACULDADE VÉRTICE (VÉRTICE),VÉRTICE,Rua Bernardo Torres - 180 - CEP: 35367-000 - Retiro,Matipó,MG,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2014,-,,3,2017,Ativa
3092,SOEGAR-SOCIEDADE EDUCACIONAL GARDINGO LTDA - EPP,03.981.113/0001-03,Privada com fins lucrativos,18048,Faculdade Vértix Trirriense (FVT),FVT,Rua Marechal Deodoro da Fonseca - 117 - CEP: 25802-220 - Centro,Três Rios,RJ,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2014,-,,-,,Ativa
17140,INSTITUTO AUDY AZEVEDO,05.754.032/0001-04,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,19597,Faculdade Via Sapiens (FVS),FVS,Avenida Prefeito Jacques Nunes - 1739 - CEP: 62320-000 - Centro,Tianguá,CE,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2016,-,,-,,Ativa
2218,CONGREGACAO DA MISSAO PROVINCIA DO SUL,76.535.665/0001-61,Privada sem fins lucrativos,3509,FACULDADE VICENTINA - FAVI (FAVI),FAVI,Rua Jaime Reis - 531 - CEP: 80510-020 - Alto São Francisco,Curitiba,PR,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2018,-,,4,2017,Ativa
2124,FUNDACAO DE ENSINO E PESQUISA DO SUL DE MINAS,21.420.856/0001-96,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,2229,FACULDADE VICTOR HUGO (FVH),FVH,Avenida Dom Pedro II - 135 - CEP: 37470-000 - Centro,São Lourenço,MG,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2016,-,,3,2017,Ativa
15728,INSTITUTO JAGUARIBANO DE ENSINO LTDA. - ME,10.541.077/0001-22,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,17499,Faculdade Vidal de Limoeiro (FAVILI),FAVILI,Rua Coronel Antônio Joaquim - 1759 - CEP: 62930-000 - Centro,Limoeiro do Norte,CE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2013,-,,-,,Ativa
13541,CONSERVATORIO MUSICAL E FACULDADE VILLA-LOBOS LTDA - ME,02.498.838/0001-82,Privada com fins lucrativos,11376,FACULDADE VILLA-LOBOS DO CONE-LESTE PAULISTA (FAV-COLESP),FAV-COLESP,Av. Eng. Francisco José Longo - 460 - CEP: 12245-907 - Jardim São Dimas,São José dos Campos,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,-,,Ativa
16134,UNIESP S.A,19.347.410/0001-31,Privada com fins lucrativos,2197,Faculdade Villas Boas (FVB),FVB,Avenida Conde de Frontin - 1154 - CEP: 03501-000 - Penha,São Paulo,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2010,-,,2,2017,Ativa
111,FUNDACAO VISCONDE DE CAIRU,15.239.981/0001-00,Privada sem fins lucrativos,1363,FACULDADE VISCONDE DE CAIRÚ (FAVIC),FAVIC,RUA DO SALETE - 50 - CEP: 40070-200 - BARRIS,Salvador,BA,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,4,2016,4,2017,3,2017,Ativa
581,AVIES ENSINO SUPERIOR DE VITORIA LTDA.,31.300.858/0001-03,Privada com fins lucrativos,839,FACULDADE VITORIANA DE CIÊNCIAS CONTÁBEIS (FAVI),FAVI,Avenida Nossa Senhora da Penha - 1800 - CEP: 29057-565 - Barro Vermelho,Vitória,ES,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2015,-,,3,2017,Ativa
